,epoch,avrg_dev_loss,avrg_dev_r2,dev_corr,train_corr,avrg_train_loss,train_time_elapsed
0,0,0.10275419669992783,,0.08942823009369265,0.005167354566439521,0.20191169530153275,21.365093231201172
1,1,0.10301970712402288,,0.11826797697844858,0.08700146649875432,0.11611713519972613,21.710344076156616
2,2,0.10556427827652763,,0.14003939853665512,0.14635450717546794,0.11189162282225414,21.955878496170044
3,3,0.10098021104931831,,0.17430386049635085,0.20358107792224078,0.11025324361956018,22.120691776275635
4,4,0.10043985769152641,,0.2041337756301393,0.25107682604459036,0.10813171569353495,22.22970485687256
5,5,0.09966544587822522,,0.22443932788702914,0.29210281668295707,0.10687153417075801,22.523744106292725
6,6,0.09911008244928192,,0.24776811735393042,0.3235230671253116,0.10281220645221889,22.67230772972107
7,7,0.09878609022673439,,0.2634530735702577,0.3472903638873583,0.1029205776623681,22.71724247932434
8,8,0.09884208484607584,,0.2816733435668889,0.3680076770119362,0.1000487601909882,22.749330520629883
9,9,0.09767131507396698,,0.2907219638555236,0.38026347527585436,0.10115774529866683,22.767094612121582
10,10,0.09707001815823947,,0.3007366451513945,0.39032321053658003,0.1013579165451547,22.80542516708374
11,11,0.09692586213350296,,0.30530907368415156,0.3971646464275969,0.10034899267121258,22.820716857910156
12,12,0.09628742845619426,,0.30762486209074424,0.3999831632053984,0.09748204845266464,22.824333667755127
13,13,0.09644302528570681,,0.3105938552015167,0.40258455012131433,0.09705487953928801,22.832573652267456
14,14,0.09613930916084963,,0.31118420755945503,0.4033416679361108,0.09655139219557118,22.824178218841553
