,epoch,avrg_dev_loss,avrg_dev_r2,dev_corr,train_corr,avrg_train_loss,train_time_elapsed,model_saved
0,0,0.10010488287490957,,0.3308225936867737,0.42802408255778973,0.10623781211101092,22.994794607162476,1.0
1,1,0.08524620620643392,,0.4564474912311005,0.5110270291452085,0.08844144967121956,23.29413628578186,0.0
2,2,0.08352216968641561,,0.4445834096452651,0.5594701028506496,0.08193991998704071,23.68112874031067,0.0
3,3,0.09249868068624945,,0.46324236532494434,0.5933241966053793,0.07258084870110719,23.901997327804565,0.0
4,4,0.08659316303537172,,0.4465905580524041,0.6378335661318644,0.06978631478089553,24.017554998397827,0.0
5,5,0.08395234254353187,,0.45665768059170264,0.6627584533197997,0.06526102748118405,24.137730598449707,0.0
6,6,0.08576054914909251,,0.4607796343516546,0.6782856351033274,0.06254985427054074,24.150837898254395,0.0
7,7,0.08650638776666977,,0.4448412826196909,0.6991745627492495,0.05993630253096931,24.176915884017944,0.0
8,8,0.08863287879263654,,0.44412246630635843,0.7086202375855168,0.05544707782837188,24.175559520721436,0.0
9,9,0.0913147146210951,,0.4435348382217501,0.7111152897000212,0.052526535116072394,24.18428921699524,0.0
