,epoch,avrg_dev_loss,dev_corr,train_corr,avrg_train_loss,train_time_elapsed,model_saved,fold,bert_param_size,head_param_size
6,6,0.0823862820311829,0.4998385820816822,0.6646370280249432,0.06516101813622724,21.90411400794983,0.0,3,7091712.0,77921.0
7,7,0.07649491948110086,0.5131337938469903,0.709918317171374,0.060141123831272125,21.92211365699768,0.0,3,7091712.0,77921.0
8,8,0.07738994158528469,0.5146630462764923,0.7354170052617979,0.05426001090939357,21.87726330757141,0.0,3,7091712.0,77921.0
9,9,0.08121001803212696,0.5136591455870165,0.7388663205223386,0.05008473175917273,21.853837728500366,1.0,3,7091712.0,77921.0
0,0,0.10812390112766514,0.33074496994885755,0.3615677220302434,0.11285549945363374,21.778172969818115,0.0,4,7091712.0,77921.0
1,1,0.10616799099025903,0.25489052795577144,0.2965697197046022,0.09984294784681819,21.896916151046753,0.0,4,7091712.0,77921.0
2,2,0.10821592117901202,0.33896116831304673,0.34648281738786935,0.09985553313081509,21.871151447296143,0.0,4,7091712.0,77921.0
3,3,0.09298893823115914,0.4161205885295744,0.5365817269619727,0.0869390897313568,21.80004620552063,0.0,4,7091712.0,77921.0
4,4,0.09217571977663923,0.4083678345239355,0.577518111585559,0.07849669049137106,21.888760805130005,0.0,4,7091712.0,77921.0
5,5,0.09414238206766269,0.4153265106435057,0.6229209905977799,0.07367261621021778,21.931073665618896,0.0,4,7091712.0,77921.0
6,6,0.09828704747336882,0.4209415812863442,0.6602245000203301,0.06522408799729615,21.917370080947876,0.0,4,7091712.0,77921.0
7,7,0.09249844195114242,0.42256111781537153,0.6995719512841782,0.05997747997535723,21.919535875320435,0.0,4,7091712.0,77921.0
8,8,0.09479541297036188,0.4123146511796823,0.7213648902051969,0.054852601523711304,21.91192364692688,0.0,4,7091712.0,77921.0
9,9,0.09673589005790374,0.4092008469681549,0.729634925800109,0.05032449045053152,21.905608415603638,1.0,4,7091712.0,77921.0
0,0.0,0.1018757477954582,0.22929631475965312,0.2764436740322005,0.1222054314738679,21.65434308052063,0.0,-1,7091712.0,77921.0
1,1.0,0.0980665462712447,0.3490667843519858,0.379800895216777,0.09986460237441776,21.811168718338013,0.0,-1,7091712.0,77921.0
2,2.0,0.09301600227201426,0.39150244986338517,0.4308849797942834,0.09577606345448537,21.863169527053834,0.0,-1,7091712.0,77921.0
3,3.0,0.0918033473469593,0.3971189398566411,0.48031874805040814,0.08976685541951768,21.8873881816864,0.0,-1,7091712.0,77921.0
4,4.0,0.08821658376190397,0.42402572830924246,0.5305746121315025,0.08423171387027914,21.91458888053894,0.0,-1,7091712.0,77921.0
5,5.0,0.08950927100247806,0.41941217713860207,0.5570566138676167,0.07884980223237355,21.92649040222168,0.0,-1,7091712.0,77921.0
6,6.0,0.08572681460667539,0.44844439417973236,0.6079550776947927,0.07206565872809598,21.922118043899538,0.0,-1,7091712.0,77921.0
7,7.0,0.08087669624774545,0.46947149739275185,0.6520831829309188,0.0660504273025789,21.921973037719727,0.0,-1,7091712.0,77921.0
8,8.0,0.08154575139008186,0.46844355825173034,0.6747169846305798,0.060535194714353466,21.90961284637451,0.0,-1,7091712.0,77921.0
9,9.0,0.0830614172336128,0.4710193020443413,0.6825379755246742,0.056629524679384494,21.9126727104187,1.0,-1,7091712.0,77921.0
