,epoch,avrg_dev_loss,avrg_dev_r2,dev_corr,train_corr,avrg_train_loss,train_time_elapsed,model_saved
0,0,0.10761820042834562,,0.012301912091547537,-0.05066083459736715,0.1252063299791935,21.306182861328125,1.0
1,1,0.10521897805087707,,0.01757285124949556,0.002023574072367692,0.11099817670690708,21.661800146102905,0.0
2,2,0.10317203008076724,,0.03679590779131817,0.05934798130803663,0.11046692283235045,21.89953637123108,0.0
3,3,0.10813699837993174,,0.05187307892664391,0.16059083705616478,0.10739801340123527,22.080157995224,0.0
4,4,0.10399903269375071,,0.06862205842973179,0.19273457070244052,0.10586344262855685,22.373659372329712,0.0
5,5,0.10509257719797246,,0.08097191069371636,0.23474137401577602,0.10543328622340137,22.461591958999634,0.0
6,6,0.1030373866943752,,0.1044229048888966,0.2505766826848467,0.10410810784142241,22.57245135307312,0.0
7,7,0.10373595006325666,,0.10349269004908537,0.2702126153333742,0.1059148766928249,22.65429377555847,0.0
8,8,0.1034865499857594,,0.10585218860906784,0.2753357695434463,0.10218046236241984,22.734570264816284,0.0
9,9,0.1035297609427396,,0.10679263948233944,0.277686277046424,0.1024692793432464,22.76721453666687,0.0
