,epoch,avrg_dev_loss,dev_corr,train_corr,avrg_train_loss,train_time_elapsed,model_saved,fold,bert_param_size,head_param_size
0,0,0.09886922369952555,0.005793681338066756,0.003413401304893701,0.12182491655661681,19.608253955841064,0.0,0,102912.0,77921.0
1,1,0.09862089350267693,0.07505417843439033,0.08142091126428538,0.11032291132713033,19.896974563598633,0.0,0,102912.0,77921.0
2,2,0.09677648627095753,0.16177767334291016,0.17991180161268763,0.10484319058394878,20.10871124267578,0.0,0,102912.0,77921.0
3,3,0.09627792459947092,0.24852388733218223,0.2767276159424765,0.1019964828112415,20.25406765937805,0.0,0,102912.0,77921.0
4,4,0.09545796378343194,0.3115178762997289,0.35800553096462134,0.10016644342201893,20.539724588394165,0.0,0,102912.0,77921.0
5,5,0.10195185658004549,0.3494389509591524,0.4173483536567429,0.09818081568195441,20.69520878791809,0.0,0,102912.0,77921.0
6,6,0.09764508875431838,0.3516056926555286,0.4371610083184366,0.09752222919993311,20.757960081100464,0.0,0,102912.0,77921.0
7,7,0.08977337623084033,0.36268430873345187,0.4458008288507856,0.09278866878458272,20.851418495178223,0.0,0,102912.0,77921.0
8,8,0.08671589775217904,0.36547200736528435,0.45617998293668305,0.09006378674340025,20.92947268486023,0.0,0,102912.0,77921.0
9,9,0.08635596241112109,0.37401101627128125,0.46983750660690754,0.08714115960854237,20.99898338317871,0.0,0,102912.0,77921.0
10,10,0.08457405258108068,0.3842060673988234,0.48535424917113124,0.08277818651121353,21.036142826080322,0.0,0,102912.0,77921.0
11,11,0.08325409682260619,0.3933918530048055,0.4977870689291413,0.08144286389802104,21.032363176345825,0.0,0,102912.0,77921.0
12,12,0.08407516363594267,0.4029959195469063,0.5096357749150077,0.07872842415888733,21.077000856399536,0.0,0,102912.0,77921.0
13,13,0.0821797222726875,0.4091001524571986,0.52031575337632,0.07851565935622866,21.08309245109558,0.0,0,102912.0,77921.0
14,14,0.08373959224533152,0.42312595983737383,0.5307210741657301,0.07592904950692275,21.08314800262451,0.0,0,102912.0,77921.0
15,15,0.08085264279334634,0.4229748678622433,0.541210447303197,0.07473499359232243,21.125938415527344,0.0,0,102912.0,77921.0
16,16,0.08242569035953945,0.43418875831442505,0.5471741667558817,0.0735388042353024,21.126064777374268,0.0,0,102912.0,77921.0
17,17,0.0838273275229666,0.438838314574208,0.551446115127146,0.07441257849057144,21.11077618598938,0.0,0,102912.0,77921.0
18,18,0.0808052168124252,0.4333633537787227,0.557677003302487,0.07330390172096614,21.138995885849,0.0,0,102912.0,77921.0
19,19,0.08125480974989908,0.43427648943402397,0.5604288421510071,0.07255461596161406,21.134739637374878,0.0,0,102912.0,77921.0
20,20,0.08147559066613515,0.4408751520515342,0.5643265217220498,0.0713409506063038,21.139498710632324,0.0,0,102912.0,77921.0
21,21,0.08068406664662892,0.44615731748193777,0.5677031076435658,0.0726218153940183,21.147090196609497,0.0,0,102912.0,77921.0
22,22,0.08033272568826322,0.4481807571648348,0.570316734178216,0.07133183099120577,21.128499507904053,0.0,0,102912.0,77921.0
23,23,0.0805992330941889,0.44927648374041373,0.572389650304999,0.06997756722653023,21.123985052108765,0.0,0,102912.0,77921.0
24,24,0.07982665396950862,0.4473480900162293,0.5747205948633451,0.0712704741718056,21.166765451431274,0.0,0,102912.0,77921.0
25,25,0.07929996359679434,0.4489548082214022,0.5758050718953726,0.07149180740326921,21.146844387054443,0.0,0,102912.0,77921.0
26,26,0.07954944863363549,0.45093193496990613,0.5768385555062451,0.06945508659303745,21.14847993850708,0.0,0,102912.0,77921.0
27,27,0.07949046183515478,0.4514969690970647,0.5775574862260755,0.06947681588059831,21.164663076400757,0.0,0,102912.0,77921.0
28,28,0.07880596857931879,0.45210886792554017,0.577975129631622,0.06987884666805512,21.178520441055298,0.0,0,102912.0,77921.0
29,29,0.07957414330707656,0.4523191325978545,0.5781296368191661,0.0692953067509649,21.167167901992798,1.0,0,102912.0,77921.0
0,0,0.09664556908386725,0.02563144898724509,0.08960861869290357,0.10642680094063839,21.01235556602478,0.0,1,102912.0,77921.0
1,1,0.09824286608232392,0.12898945809909196,0.19557066248115182,0.10274042544242377,21.152132987976074,0.0,1,102912.0,77921.0
2,2,0.09481384163653409,0.17653040480097687,0.24463009297217025,0.10274925779237926,21.17308521270752,0.0,1,102912.0,77921.0
3,3,0.09682308937664386,0.271013755813754,0.332758842290901,0.10025457414650471,21.18425464630127,0.0,1,102912.0,77921.0
4,4,0.09404756046003765,0.31645788725120005,0.36641786353992545,0.10083487048466629,21.172293424606323,0.0,1,102912.0,77921.0
5,5,0.09277980291733036,0.3600011964045629,0.39857472427356533,0.0993646239844438,21.198402643203735,0.0,1,102912.0,77921.0
6,6,0.09418435767292976,0.386214832316506,0.4191994336426765,0.09729118488520105,21.185973405838013,0.0,1,102912.0,77921.0
7,7,0.08283960929623356,0.44635281116371,0.44781899574673023,0.09296843674138328,21.187402963638306,0.0,1,102912.0,77921.0
8,8,0.07946985670261913,0.4825576968578008,0.46959149104660575,0.08787931418307474,21.19706654548645,0.0,1,102912.0,77921.0
9,9,0.07322581967821827,0.5068306838595172,0.48661108744748477,0.08398405960369333,21.215325117111206,0.0,1,102912.0,77921.0
10,10,0.07003624074988896,0.5206700189860695,0.49737811259190484,0.08288684351561225,21.18986701965332,0.0,1,102912.0,77921.0
11,11,0.07146404600805706,0.5327403768868654,0.5106138200101267,0.08090048540975446,21.184852361679077,0.0,1,102912.0,77921.0
12,12,0.07033742343386014,0.535501201873045,0.5160896613064203,0.07852969099288788,21.198740243911743,0.0,1,102912.0,77921.0
13,13,0.07023649469569877,0.5418185141257332,0.5270018152023719,0.07847713094169849,21.197887420654297,0.0,1,102912.0,77921.0
14,14,0.07273959120114644,0.5466304247959077,0.5336852707355326,0.07754675420784504,21.19277858734131,0.0,1,102912.0,77921.0
