,epoch,avrg_dev_loss,avrg_dev_r2,dev_corr,train_corr,avrg_train_loss,train_time_elapsed,model_saved
0,0,0.10183371252873365,,0.14907858207150038,0.06810165027934759,0.12956141034125263,22.153230667114258,1.0
1,1,0.10160902931409724,,0.22682295956188625,0.2597454463279151,0.10260853980086808,22.493462800979614,0.0
2,2,0.0987107135793742,,0.37506023181013176,0.4590563180588285,0.09994688018774375,22.77470374107361,0.0
3,3,0.08935346651603193,,0.3992643269891371,0.5049886559421567,0.09128680592800817,23.0630362033844,0.0
4,4,0.10043470123234917,,0.4315110575901864,0.5220705928742427,0.08086182138858697,23.14916706085205,0.0
5,5,0.08458333243342007,,0.44701845200198664,0.5687860827603335,0.07651522811343017,23.29087781906128,0.0
6,6,0.08587891104466774,,0.4393879127929667,0.584353484982462,0.07433553075051716,23.355674505233765,0.0
7,7,0.08984870156821083,,0.4504758918867953,0.5976528821017024,0.07158764083989155,23.38087272644043,0.0
8,8,0.08829188281122376,,0.4458738587856855,0.6085020980922919,0.06940554895907895,23.376128435134888,0.0
9,9,0.08921824461397003,,0.44602938882770643,0.6126973426395308,0.06696286044505417,23.41154646873474,0.0
