,epoch,avrg_dev_loss,avrg_dev_r2,dev_corr,train_corr,avrg_train_loss,train_time_elapsed,model_saved
0,0,0.10527428371064804,,0.176698655814728,0.13682036161407551,0.10333877668166772,21.87232780456543,1.0
1,1,0.10333564220105901,,0.13517362641524683,0.14194471593819,0.10159723438386224,22.22661852836609,0.0
2,2,0.10589479348238777,,0.21906443961660269,0.3437280956432829,0.10103561620936434,22.541550874710083,0.0
3,3,0.10117932847317528,,0.2974258012714239,0.42513660485276644,0.09951357307851824,22.744385719299316,0.0
4,4,0.0895060951657155,,0.39510117486471547,0.4974069941598682,0.09289374571834874,22.903960466384888,0.0
5,5,0.08579476396827136,,0.43551014757548545,0.5190272809213246,0.08218941627404629,23.00896143913269,0.0
6,6,0.08312343521153226,,0.4543451055349389,0.5396342653873285,0.07829921654401681,23.07723379135132,0.0
7,7,0.08519108922165983,,0.44806431477026104,0.5539010835451804,0.07369316531679569,23.113577127456665,0.0
8,8,0.08719133300816312,,0.4482339649350272,0.5600266101766539,0.0727193849081667,23.114226818084717,0.0
9,9,0.08549416985581904,,0.4468887397613163,0.5647371013406947,0.07162488372916849,23.1301531791687,0.0
