,epoch,avrg_dev_loss,dev_corr,train_corr,avrg_train_loss,train_time_elapsed,model_saved,fold,bert_param_size,head_param_size
0,0,0.09580127674120444,0.21310674336383462,0.19418462695251582,0.10357911526181987,21.587382793426514,0.0,1,1789056.0,77921.0
1,1,0.09541861781919445,0.39622191616640956,0.35924316182929145,0.10112722200628753,21.61257314682007,0.0,1,1789056.0,77921.0
2,2,0.0937169973772985,0.4699723239840933,0.4364268632286548,0.1008272675501409,21.624202728271484,0.0,1,1789056.0,77921.0
3,3,0.08486512537907671,0.4871682058927942,0.45815347244596766,0.09761121653229277,21.63936734199524,0.0,1,1789056.0,77921.0
4,4,0.06759203763471709,0.5482821995065138,0.5113049090167822,0.08422820270061493,21.639127254486084,0.0,1,1789056.0,77921.0
5,5,0.06649144573344125,0.56308948193561,0.5457238891220889,0.07553594235644162,21.62268877029419,0.0,1,1789056.0,77921.0
6,6,0.07112567423394432,0.5681854097473398,0.569466195579163,0.07442857648863971,21.63516664505005,0.0,1,1789056.0,77921.0
7,7,0.06525382330572163,0.5732596650068941,0.5880279781831033,0.07052439903823014,21.621423721313477,0.0,1,1789056.0,77921.0
8,8,0.0639324722190698,0.5742654754175193,0.6002983373309106,0.07012912738963822,21.624759912490845,0.0,1,1789056.0,77921.0
9,9,0.0684114442103439,0.5738134864924448,0.6064119097730633,0.06947856577478836,21.61918020248413,0.0,1,1789056.0,77921.0
10,10,0.0663514432531816,0.5743826168485638,0.6144777954131658,0.06794206408139701,21.602087259292603,0.0,1,1789056.0,77921.0
11,11,0.06492214284285351,0.5740712322728967,0.6205807966278631,0.06597003464317211,21.61635136604309,0.0,1,1789056.0,77921.0
12,12,0.06694594591304108,0.5741397410305726,0.623866582398813,0.06546393129104208,21.629005908966064,0.0,1,1789056.0,77921.0
13,13,0.06750680326863572,0.5743404647045162,0.6255383839597024,0.06557849113977401,21.610459089279175,0.0,1,1789056.0,77921.0
14,14,0.06666837398100782,0.5742264812855509,0.6276647357062225,0.06583742578035202,21.599247455596924,1.0,1,1789056.0,77921.0
0,0,0.10058233459238652,0.08405984585985922,0.1004369889454752,0.14396787500966376,21.603192567825317,0.0,2,1789056.0,77921.0
1,1,0.0974814251617149,0.2553443585431004,0.2740460724224423,0.1071249481603921,21.572206735610962,0.0,2,1789056.0,77921.0
2,2,0.09056423149175113,0.38518441395939446,0.3957104349634021,0.10131426413204069,21.595975160598755,0.0,2,1789056.0,77921.0
3,3,0.08645868991260175,0.4493768635858984,0.45607991307883944,0.09580027816869388,21.5890052318573,0.0,2,1789056.0,77921.0
4,4,0.08252802091064276,0.45460304651166017,0.47869879001174326,0.09085334245568123,21.585638761520386,0.0,2,1789056.0,77921.0
5,5,0.07819972808162372,0.47493146871884523,0.49956079389552427,0.08471809881173561,21.597782135009766,0.0,2,1789056.0,77921.0
6,6,0.07725934698073952,0.4906638040992645,0.5265764031196988,0.08074290817168271,21.59298038482666,0.0,2,1789056.0,77921.0
7,7,0.07450655364879856,0.4985989775596088,0.5412653629255633,0.07684656211705966,21.587159633636475,0.0,2,1789056.0,77921.0
8,8,0.08065812400093784,0.49711550194463594,0.5462710754540776,0.07595383797154248,21.587146759033203,0.0,2,1789056.0,77921.0
9,9,0.07992839482095507,0.5092898430028028,0.5605663577093527,0.07516675400678242,21.58846402168274,0.0,2,1789056.0,77921.0
10,10,0.07242019943617008,0.5155688986947746,0.5705762995755422,0.07277486640437741,21.59421133995056,0.0,2,1789056.0,77921.0
11,11,0.07430624202997596,0.5174045603945179,0.5744939305417492,0.07231677433249549,21.644218921661377,0.0,2,1789056.0,77921.0
12,12,0.0717780234085189,0.5214632839956589,0.579697557185171,0.06903429747184861,21.638284921646118,0.0,2,1789056.0,77921.0
13,13,0.07355186743316827,0.5191187897241224,0.5798430177834296,0.06986732366625394,21.638914346694946,0.0,2,1789056.0,77921.0
14,14,0.07315814426099812,0.5211826145350679,0.581752303582841,0.06936631403933062,21.674474239349365,1.0,2,1789056.0,77921.0
0,0,0.10267452343746468,0.06624125023321029,0.11464281588576436,0.1187089325459761,21.55569863319397,0.0,3,1789056.0,77921.0
1,1,0.10067935660481453,0.23873429174625715,0.2668805329836073,0.10021637181673095,21.669695138931274,0.0,3,1789056.0,77921.0
2,2,0.0976856288810571,0.3435366864822083,0.3785240648687749,0.09815234805796748,21.677534341812134,0.0,3,1789056.0,77921.0
3,3,0.09283234041046214,0.41293289314341125,0.4543281493274622,0.09542560371979375,21.708797693252563,0.0,3,1789056.0,77921.0
4,4,0.0870104647345013,0.44270185406676965,0.48132639639781066,0.08918252796213204,21.70630121231079,0.0,3,1789056.0,77921.0
5,5,0.08288224262219888,0.45989418131887433,0.5047198207828083,0.08459104162371048,21.666870594024658,0.0,3,1789056.0,77921.0
6,6,0.08212740829697361,0.4663929472398126,0.517088294985246,0.08167195842366352,21.69457983970642,0.0,3,1789056.0,77921.0
7,7,0.08099999251189055,0.4754639362285763,0.528940293057569,0.07829957403172956,21.730735778808594,0.0,3,1789056.0,77921.0
8,8,0.07842534214810089,0.49147553693506857,0.5456573169983956,0.07443644886261949,21.705137252807617,0.0,3,1789056.0,77921.0
9,9,0.08067527482355083,0.4898688321648692,0.54764864234352,0.07329192976946029,21.691004991531372,0.0,3,1789056.0,77921.0
10,10,0.07738386950007191,0.5029431536429939,0.5635362108380942,0.07193887066618304,21.726102113723755,0.0,3,1789056.0,77921.0
11,11,0.07839780976926838,0.5077209831774399,0.5702364230560845,0.07115027743661514,21.730890035629272,0.0,3,1789056.0,77921.0
12,12,0.07702593836519453,0.5086546501256504,0.573343252262137,0.07013341547729814,21.74502182006836,0.0,3,1789056.0,77921.0
13,13,0.0769791202964606,0.5099246755322466,0.5752214583942088,0.06876601221335825,21.74014949798584,0.0,3,1789056.0,77921.0
14,14,0.07669282870160209,0.5104733266260323,0.5763103099239018,0.06949694029917226,21.695030689239502,1.0,3,1789056.0,77921.0
0,0,0.10501017835405138,0.11320916207137122,0.08227805779040291,0.13780571297507418,21.60246706008911,0.0,4,1789056.0,77921.0
1,1,0.10180140893768382,0.24626374243591814,0.266154187272,0.10151865559621392,21.707451343536377,0.0,4,1789056.0,77921.0
2,2,0.09801348353977557,0.33320292644528904,0.3993490087220612,0.0987404023653993,21.66931939125061,0.0,4,1789056.0,77921.0
3,3,0.09539807863809445,0.38874698490235665,0.46061277120861494,0.09539442648675954,21.725561141967773,0.0,4,1789056.0,77921.0
4,4,0.09245978778711071,0.40946110063135094,0.488173691132527,0.09070181303492217,21.71269392967224,0.0,4,1789056.0,77921.0
5,5,0.08645170526923956,0.4353868817400221,0.515988463824035,0.08506281959397771,21.714819192886353,0.0,4,1789056.0,77921.0
6,6,0.08465485426562804,0.4391903232012435,0.5300155054948851,0.0799397705383947,21.70633602142334,0.0,4,1789056.0,77921.0
7,7,0.08304406881884292,0.4479040329869783,0.5479077835937115,0.07705445944496961,21.70595622062683,0.0,4,1789056.0,77921.0
8,8,0.08726336765620443,0.4478080824617268,0.558085561820768,0.07393415254827972,21.72688889503479,0.0,4,1789056.0,77921.0
9,9,0.08409546674401672,0.45523658015174656,0.5752801318327196,0.07238774771027476,21.740962982177734,0.0,4,1789056.0,77921.0
10,10,0.083793671456752,0.4560133081669954,0.58434913455177,0.0700915805020622,21.735213041305542,0.0,4,1789056.0,77921.0
11,11,0.08286756539234409,0.45844658792101706,0.5916843606676013,0.06882305939412006,21.743781566619873,0.0,4,1789056.0,77921.0
12,12,0.08333533340030247,0.4589717064368619,0.5951610047946647,0.06804087869474822,21.747435331344604,0.0,4,1789056.0,77921.0
13,13,0.08433065259898151,0.4593510339877104,0.5963782157294263,0.06573378773423556,21.768499612808228,0.0,4,1789056.0,77921.0
14,14,0.08412909066235577,0.4594958582855343,0.5971768071523171,0.0664707258622223,21.774126529693604,1.0,4,1789056.0,77921.0
0,0.0,0.10086306683995105,0.10988114403301194,0.11491841574323147,0.1252112308047085,21.4820387840271,0.0,-1,1789056.0,77921.0
1,1.0,0.0982787093354596,0.2702046729623534,0.2814917116453299,0.10279298864792441,21.618593311309816,0.0,-1,1789056.0,77921.0
2,2.0,0.09483456559203288,0.37482245908337325,0.4008263613714444,0.09988784574877436,21.64768018722534,0.0,-1,1789056.0,77921.0
3,3.0,0.0897983391251829,0.42685986041451907,0.4585411349696155,0.09592102192968967,21.682845973968504,0.0,-1,1789056.0,77921.0
4,4.0,0.08264458703773994,0.4521682795112256,0.49105691830631776,0.08861806386402835,21.681044101715088,0.0,-1,1789056.0,77921.0
5,5.0,0.07926345224733707,0.46874708150504063,0.5176601533636177,0.08194472693672804,21.677354860305787,0.0,-1,1789056.0,77921.0
6,6.0,0.079790793373077,0.477576374093716,0.5374516133663486,0.07853133489734658,21.679973220825197,0.0,-1,1789056.0,77921.0
7,7.0,0.07665555816557672,0.4874276160782375,0.5540776240552562,0.07535894193869327,21.67793869972229,0.0,-1,1789056.0,77921.0
8,8.0,0.07816259431894179,0.4921754700160098,0.5663111256901642,0.07303799231336497,21.669925212860107,0.0,-1,1789056.0,77921.0
9,9.0,0.07844571548479576,0.49693136082398404,0.576169079775475,0.07226799280147686,21.66317663192749,0.0,-1,1789056.0,77921.0
10,10.0,0.07579730122729583,0.5023975322258368,0.586297309314166,0.07024663609809408,21.669473218917847,0.0,-1,1789056.0,77921.0
11,11.0,0.07573221418316718,0.5043825035839993,0.5922237159664243,0.06903682778128117,21.676188230514526,0.0,-1,1789056.0,77921.0
12,12.0,0.07561810805841727,0.5060096127713052,0.5962297896137292,0.06785300920290925,21.684172058105467,0.0,-1,1789056.0,77921.0
13,13.0,0.07619400352791503,0.5061110189245082,0.5976504002977606,0.06698801381356805,21.680414152145385,0.0,-1,1789056.0,77921.0
14,14.0,0.07604695191537891,0.5066647016115507,0.598996541061291,0.06733867316115125,21.679632329940794,1.0,-1,1789056.0,77921.0
