,epoch,avrg_dev_loss,avrg_dev_r2,dev_corr,train_corr,avrg_train_loss,train_time_elapsed,model_saved
0,0,0.1044685069252463,,0.30068202179550096,0.4174689783475062,0.1027086400705525,22.782742023468018,1.0
1,1,0.09671276325688642,,0.33917015281737206,0.39743839529206315,0.10060839374095966,23.09807300567627,0.0
2,2,0.119898721575737,,0.3434361871746811,0.43531407031118124,0.08944376949698497,23.492717266082764,0.0
3,3,0.08649070736239939,,0.4034791509367584,0.5835273845496777,0.07975720206641743,23.684474229812622,0.0
4,4,0.09532748688669766,,0.3785020941896767,0.6379141815366182,0.07070730660015191,23.830201864242554,0.0
5,5,0.0931423157453537,,0.40333524073732324,0.6920372633422871,0.06232842144707584,23.915796279907227,0.0
6,6,0.09480675463290776,,0.3942049547514861,0.7504749714224958,0.05665908647207623,23.90825843811035,0.0
7,7,0.10100929351413951,,0.3938192229798089,0.7720145475074499,0.05054044787190918,23.94360065460205,0.0
8,8,0.10179085065336789,,0.3930008697234207,0.8027328916233688,0.04446465439266629,23.98564076423645,0.0
9,9,0.10514840615146301,,0.3934528411488334,0.808164638611593,0.04012945118463702,24.004424333572388,0.0
