,epoch,avrg_dev_loss,avrg_dev_r2,dev_corr,train_corr,avrg_train_loss,train_time_elapsed
0,0,0.10728603207013186,,0.23444277567647165,0.3666985041629274,0.11076339872346984,20.898930549621582
1,1,0.08881379751598134,,0.3992289963879259,0.5187319305888228,0.09625171793576999,21.216418981552124
2,2,0.08584554120898247,,0.4211613189916084,0.5654571357588241,0.08127279716551813,21.457844018936157
3,3,0.08432927026468165,,0.43811297773898583,0.6073087223767597,0.0751361493498851,21.641923666000366
4,4,0.08749099492150195,,0.44843102311377014,0.6192339538296698,0.07077530349612746,21.754742860794067
5,5,0.08486779275185921,,0.45197243035739476,0.643799174611154,0.06819649855805258,22.027683973312378
6,6,0.08454875735675588,,0.44299952120494435,0.6598131107259054,0.0683772783471733,22.098363876342773
7,7,0.09397694337017395,,0.43750003065592963,0.6657354129025094,0.06605559229277648,22.153615474700928
8,8,0.08976677520310178,,0.43272929663702053,0.6872423757268296,0.06301667682953879,22.218533992767334
9,9,0.09021608904004097,,0.438046383287234,0.696170237151848,0.05962299007890571,22.250494241714478
10,10,0.08689936294275172,,0.4459235735214224,0.7112565748920843,0.05851213178700871,22.28883409500122
11,11,0.09132119224351995,,0.4341075434988172,0.7259881659627438,0.0556625392065089,22.30935287475586
12,12,0.0928627660169321,,0.42752351459584154,0.7373424632623244,0.05407599789591936,22.324806213378906
13,13,0.09495632087483126,,0.4367438325595112,0.7415891470395493,0.05399518867588451,22.330681800842285
14,14,0.09436139179503217,,0.41984762721570107,0.7525207044325587,0.05280172143481735,22.353983163833618
15,15,0.09512208051541272,,0.4390497076013942,0.7554188267594706,0.050680828447907396,22.34837532043457
16,16,0.09306266575175173,,0.4333280060720693,0.7629937797995779,0.0504091464014899,22.346312284469604
17,17,0.09588566159500796,,0.4256172674758224,0.7681848630835946,0.049048748854388535,22.34273624420166
18,18,0.09546816173721762,,0.42364927455943846,0.7721672655896047,0.046678690446747675,22.361093044281006
19,19,0.09660957446869682,,0.42327488218559717,0.7728030383629709,0.046696170694871336,22.37554907798767
