,epoch,avrg_dev_loss,avrg_dev_r2,dev_corr,train_corr,avrg_train_loss,train_time_elapsed
0,0,0.10348972809665344,,0.057358571461813855,0.10219332907480884,0.10158826608178961,21.638396501541138
1,1,0.10487132037387174,,0.1081157078464644,0.23855693701007785,0.10031532954711181,21.969777822494507
2,2,0.10554037944358938,,0.20295328319232944,0.3412067281500133,0.09995566776547676,22.18481469154358
3,3,0.10224854288732305,,0.2760257811410549,0.3674083323860246,0.09962023632266583,22.511388540267944
4,4,0.10231474173419616,,0.317407126389351,0.39573364251694215,0.09736716126402219,22.67578387260437
5,5,0.09586978046333089,,0.35670128820788255,0.4239479890856842,0.09401222952028625,22.769964694976807
6,6,0.09162492765223279,,0.37742894646428243,0.4554623374585593,0.08806571157442199,22.799683332443237
7,7,0.08872289407779188,,0.40174613247423485,0.48555785104113436,0.08438461391716941,22.86050820350647
8,8,0.08556032093132243,,0.4242973254700827,0.5163905883730058,0.08035746802631606,22.85843014717102
9,9,0.08848071251721944,,0.4338036718369657,0.5332548632923707,0.07752950556385212,22.865641593933105
10,10,0.08722863302511327,,0.4428207386131284,0.5446582341486316,0.07506729936243123,22.886566400527954
11,11,0.08438577963148847,,0.44884980513567846,0.5590137262403471,0.07460619184451225,22.865978717803955
12,12,0.08389947037486468,,0.4490689643619735,0.565014928328846,0.07323187850734107,22.898159980773926
13,13,0.0838511640972951,,0.4543221711749478,0.5707931229174279,0.07175998348328802,22.881192207336426
14,14,0.08308745570042554,,0.4565185620765293,0.5757355393896268,0.07232905968896344,22.899096250534058
15,15,0.08438346096697975,,0.45560005536641407,0.5804533856454701,0.07100237504794048,22.900020360946655
16,16,0.08625325801617958,,0.45674377371905917,0.5823630679114353,0.07016678851766464,22.899585247039795
17,17,0.08377387396552984,,0.4579988631747817,0.5853525735735469,0.06816651670532858,22.876086473464966
18,18,0.08467816561460495,,0.4588561943620577,0.586737763073566,0.07024090302487214,22.924322366714478
19,19,0.08516532489482094,,0.45870356060770057,0.5871999804478828,0.06944116308457321,22.900025606155396
